AT2G29130;gene-go;GO:0009414;no_ontology
GO:0016763;go-go;GO:0003879;molecular_function
GO:0031327;go-go;GO:1902679;biological_process
GO:0071554;go-go;GO:0071555;biological_process
GO:0044444;go-go;GO:0005794;cellular_component
GO:0046483;go-go;GO:0072527;biological_process
GO:0010605;go-go;GO:0051253;biological_process
GO:0032787;go-go;GO:0072329;biological_process
GO:0000166;go-go;GO:0017076;molecular_function
GO:0050896;go-go;GO:0048585;biological_process
GO:0044260;go-go;GO:0044265;biological_process
GO:0044281;go-go;GO:0006766;biological_process
GO:1901575;go-go;GO:0016054;biological_process
GO:0044271;go-go;GO:0034654;biological_process
GO:0044764;go-go;GO:1902586;biological_process
GO:0044422;go-go;GO:0043233;cellular_component
GO:0071840;go-go;GO:0044085;biological_process
GO:1901566;go-go;GO:0042398;biological_process
GO:0050896;go-go;GO:0042221;biological_process
GO:0035639;go-go;GO:0005524;molecular_function
GO:0043227;go-go;GO:0043231;cellular_component
GO:0009058;go-go;GO:0044249;biological_process
GO:0097659;go-go;GO:1903506;biological_process
GO:0015031;go-go;GO:0006886;biological_process
GO:0009987;go-go;GO:1990748;biological_process
GO:0044763;go-go;GO:0044255;biological_process
GO:0044763;go-go;GO:0030029;biological_process
GO:0016209;go-go;GO:0004791;molecular_function
GO:0006732;go-go;GO:0009108;biological_process
GO:0033013;go-go;GO:0033015;biological_process
GO:1901362;go-go;GO:0042559;biological_process
GO:0048522;go-go;GO:0031325;biological_process
GO:0050794;go-go;GO:0045454;biological_process
GO:0010604;go-go;GO:0051254;biological_process
GO:0008150;go-go;GO:0008152;biological_process
GO:0044699;go-go;GO:0008283;biological_process
GO:1901576;go-go;GO:0016053;biological_process
GO:0044255;go-go;GO:0006631;biological_process
GO:0048608;go-go;GO:0090567;biological_process
GO:0008152;go-go;GO:0009056;biological_process
GO:0044255;go-go;GO:0006720;biological_process
GO:0009893;go-go;GO:0009891;biological_process
GO:0006811;go-go;GO:0006820;biological_process
GO:0009892;go-go;GO:0031324;biological_process
GO:0070011;go-go;GO:0008234;molecular_function
GO:0009059;go-go;GO:0000271;biological_process
GO:0006355;go-go;GO:0045892;biological_process
GO:0071704;go-go;GO:0006082;biological_process
GO:0044260;go-go;GO:0016070;biological_process
GO:0044238;go-go;GO:0006520;biological_process
GO:0051172;go-go;GO:0045934;biological_process
GO:0008094;go-go;GO:0003918;molecular_function
GO:0008150;go-go;GO:0040011;biological_process
GO:0008152;go-go;GO:0071704;biological_process
GO:0046794;go-go;GO:0046739;biological_process
GO:0005886;go-go;GO:0098797;cellular_component
GO:0044699;go-go;GO:0044710;biological_process
GO:0006790;go-go;GO:0042723;biological_process
GO:0042221;go-go;GO:0009636;biological_process
GO:0030258;go-go;GO:0034440;biological_process
GO:0010467;go-go;GO:0010628;biological_process
GO:0016020;go-go;GO:0098796;cellular_component
GO:0019438;go-go;GO:0042559;biological_process
GO:0042221;go-go;GO:1901700;biological_process
GO:2001141;go-go;GO:1902680;biological_process
GO:0009892;go-go;GO:0010605;biological_process
GO:0010557;go-go;GO:1902680;biological_process
GO:0044446;go-go;GO:0044437;cellular_component
GO:0004672;go-go;GO:0004713;molecular_function
GO:0016491;go-go;GO:0016903;molecular_function
GO:0050896;go-go;GO:0009607;biological_process
GO:0044444;go-go;GO:0005739;cellular_component
GO:0000375;go-go;GO:0000377;biological_process
GO:0044763;go-go;GO:0048869;biological_process
GO:0048869;go-go;GO:0030154;biological_process
GO:0046700;go-go;GO:0033015;biological_process
GO:0009628;go-go;GO:0006970;biological_process
GO:0044283;go-go;GO:0046364;biological_process
GO:0019538;go-go;GO:0030163;biological_process
GO:0016116;go-go;GO:0016122;biological_process
GO:0043412;go-go;GO:0009451;biological_process
GO:0045229;go-go;GO:0071555;biological_process
GO:0003674;go-go;GO:0009055;molecular_function
GO:0051701;go-go;GO:0052126;biological_process
GO:0050789;go-go;GO:0019222;biological_process
GO:0000166;go-go;GO:0032553;molecular_function
GO:0044267;go-go;GO:0006464;biological_process
GO:0051188;go-go;GO:0009108;biological_process
GO:0005575;go-go;GO:0044425;cellular_component
GO:0048583;go-go;GO:0048585;biological_process
GO:0006631;go-go;GO:0019395;biological_process
GO:0043170;go-go;GO:0060255;biological_process
GO:0044248;go-go;GO:0051187;biological_process
GO:0044237;go-go;GO:0044262;biological_process
GO:0044712;go-go;GO:0044282;biological_process
GO:0009812;go-go;GO:0009813;biological_process
GO:0051716;go-go;GO:0033554;biological_process
GO:0022414;go-go;GO:0003006;biological_process
GO:0031090;go-go;GO:0098588;cellular_component
GO:0051171;go-go;GO:0019219;biological_process
GO:0043207;go-go;GO:0051707;biological_process
GO:0006820;go-go;GO:0015698;biological_process
GO:0044464;go-go;GO:0071944;cellular_component
GO:0031324;go-go;GO:0031327;biological_process
GO:0051179;go-go;GO:1902579;biological_process
GO:0009889;go-go;GO:0009890;biological_process
GO:0032550;go-go;GO:0005524;molecular_function
GO:0016108;go-go;GO:0016116;biological_process
GO:1903507;go-go;GO:0045892;biological_process
GO:0051704;go-go;GO:1902579;biological_process
GO:0006760;go-go;GO:0009396;biological_process
GO:1901700;go-go;GO:0009415;biological_process
GO:0060255;go-go;GO:0051252;biological_process
GO:0051641;go-go;GO:0051649;biological_process
GO:0019897;go-go;GO:0031234;cellular_component
GO:0009250;go-go;GO:0051274;biological_process
GO:0044765;go-go;GO:0055085;biological_process
GO:1902578;go-go;GO:0044765;biological_process
GO:0051171;go-go;GO:0051172;biological_process
GO:0052126;go-go;GO:0044000;biological_process
GO:0033692;go-go;GO:0009250;biological_process
GO:0019319;go-go;GO:0006094;biological_process
GO:1901360;go-go;GO:1901361;biological_process
GO:0032555;go-go;GO:0032559;molecular_function
GO:0043168;go-go;GO:0035639;molecular_function
GO:1901564;go-go;GO:1901565;biological_process
GO:0006720;go-go;GO:0008299;biological_process
GO:0016310;go-go;GO:0016301;biological_process
GO:0016114;go-go;GO:0016109;biological_process
GO:0044763;go-go;GO:1902589;biological_process
GO:0019538;go-go;GO:0044267;biological_process
GO:0008150;go-go;GO:0023052;biological_process
GO:0006575;go-go;GO:0006760;biological_process
GO:0044710;go-go;GO:0042440;biological_process
GO:0008150;go-go;GO:0032501;biological_process
GO:0044264;go-go;GO:0006073;biological_process
GO:1901360;go-go;GO:0072527;biological_process
GO:0070013;go-go;GO:0031981;cellular_component
GO:0051254;go-go;GO:1902680;biological_process
GO:0044765;go-go;GO:1902582;biological_process
GO:0031323;go-go;GO:0010109;biological_process
GO:0019538;go-go;GO:0006508;biological_process
GO:0043170;go-go;GO:0010604;biological_process
GO:0010605;go-go;GO:0010558;biological_process
GO:0044699;go-go;GO:0044702;biological_process
GO:0044459;go-go;GO:0009898;cellular_component
GO:0061505;go-go;GO:0003918;molecular_function
GO:0044419;go-go;GO:0044403;biological_process
GO:0006575;go-go;GO:0042398;biological_process
GO:0031323;go-go;GO:0031325;biological_process
GO:0009987;go-go;GO:0071554;biological_process
GO:1901576;go-go;GO:1901362;biological_process
GO:0060255;go-go;GO:0010604;biological_process
GO:0006629;go-go;GO:0044255;biological_process
GO:0009987;go-go;GO:0050794;biological_process
GO:0044237;go-go;GO:0034641;biological_process
GO:0048878;go-go;GO:0050801;biological_process
GO:0098754;go-go;GO:1990748;biological_process
GO:0043231;go-go;GO:0005783;cellular_component
GO:0044237;go-go;GO:0044248;biological_process
GO:0080090;go-go;GO:0009962;biological_process
GO:0009058;go-go;GO:1901576;biological_process
GO:0031327;go-go;GO:2000113;biological_process
GO:0044711;go-go;GO:0044283;biological_process
GO:0097367;go-go;GO:0001882;molecular_function
GO:0044238;go-go;GO:0006629;biological_process
GO:0031323;go-go;GO:0031324;biological_process
GO:0044271;go-go;GO:0042559;biological_process
GO:0006725;go-go;GO:0042558;biological_process
GO:2000113;go-go;GO:0045892;biological_process
GO:0044000;go-go;GO:0046739;biological_process
GO:0044422;go-go;GO:0044446;cellular_component
GO:0006787;go-go;GO:0015996;biological_process
GO:0044237;go-go;GO:0015979;biological_process
GO:0015994;go-go;GO:0015996;biological_process
GO:0043229;go-go;GO:0044446;cellular_component
GO:0043229;go-go;GO:0043232;cellular_component
GO:0034641;go-go;GO:0006139;biological_process
GO:0080090;go-go;GO:0019219;biological_process
GO:0051234;go-go;GO:0006810;biological_process
GO:0010556;go-go;GO:2001141;biological_process
GO:0071704;go-go;GO:0005975;biological_process
GO:0032991;go-go;GO:0043234;cellular_component
GO:0022607;go-go;GO:0065003;biological_process
GO:0065003;go-go;GO:0006461;biological_process
GO:0006810;go-go;GO:0005215;biological_process
GO:0042558;go-go;GO:0042559;biological_process
GO:0008150;go-go;GO:0050896;biological_process
GO:0044710;go-go;GO:0006281;biological_process
GO:0043170;go-go;GO:0010467;biological_process
GO:0034645;go-go;GO:2000112;biological_process
GO:0008150;go-go;GO:0051179;biological_process
GO:0006807;go-go;GO:1901564;biological_process
GO:0010604;go-go;GO:0010557;biological_process
GO:0051704;go-go;GO:0044419;biological_process
GO:0044424;go-go;GO:0005834;cellular_component
GO:0051186;go-go;GO:0006778;biological_process
GO:0009059;go-go;GO:0032774;biological_process
GO:0036211;go-go;GO:0006464;biological_process
GO:0016070;go-go;GO:0051253;biological_process
GO:1902494;go-go;GO:0005834;cellular_component
GO:1901265;go-go;GO:0000166;molecular_function
GO:0044444;go-go;GO:0009536;cellular_component
GO:0016070;go-go;GO:0006396;biological_process
GO:0016043;go-go;GO:0045229;biological_process
GO:0006508;go-go;GO:0008233;biological_process
GO:0006281;go-go;GO:0006302;biological_process
GO:0003916;go-go;GO:0061505;molecular_function
GO:0098552;go-go;GO:0098562;cellular_component
GO:0043933;go-go;GO:0065003;biological_process
GO:0009987;go-go;GO:0044764;biological_process
GO:0006807;go-go;GO:0051172;biological_process
GO:0016310;go-go;GO:0006468;biological_process
GO:0017076;go-go;GO:0030554;molecular_function
GO:1901575;go-go;GO:0009057;biological_process
GO:0032787;go-go;GO:0006631;biological_process
GO:0008299;go-go;GO:0016114;biological_process
GO:0005996;go-go;GO:0046364;biological_process
GO:0009108;go-go;GO:0009396;biological_process
GO:0005575;go-go;GO:0055044;cellular_component
GO:0044238;go-go;GO:0005975;biological_process
GO:0048518;go-go;GO:0009893;biological_process
GO:0006793;go-go;GO:0006796;biological_process
GO:0048856;go-go;GO:0009653;biological_process
GO:1903506;go-go;GO:1903508;biological_process
GO:0008150;go-go;GO:0050789;biological_process
GO:0070727;go-go;GO:0034613;biological_process
GO:0009890;go-go;GO:0010558;biological_process
GO:0016051;go-go;GO:0046364;biological_process
GO:0006464;go-go;GO:0006468;biological_process
GO:0006351;go-go;GO:0045892;biological_process
GO:0042623;go-go;GO:0008094;molecular_function
GO:0019725;go-go;GO:0045454;biological_process
GO:1901575;go-go;GO:1901361;biological_process
GO:0071554;go-go;GO:0042546;biological_process
GO:0044422;go-go;GO:0031090;cellular_component
GO:0044260;go-go;GO:0044267;biological_process
GO:0023052;go-go;GO:0044700;biological_process
GO:0046395;go-go;GO:0072329;biological_process
GO:0005575;go-go;GO:0005623;cellular_component
GO:0050801;go-go;GO:0055080;biological_process
GO:0016109;go-go;GO:0016117;biological_process
GO:0042440;go-go;GO:0046148;biological_process
GO:0009056;go-go;GO:0044712;biological_process
GO:0043231;go-go;GO:0005794;cellular_component
GO:0044763;go-go;GO:0006082;biological_process
GO:0006629;go-go;GO:0016042;biological_process
GO:0044282;go-go;GO:0016054;biological_process
GO:0046149;go-go;GO:0015996;biological_process
GO:0044249;go-go;GO:0008299;biological_process
GO:0050789;go-go;GO:0050794;biological_process
GO:0034641;go-go;GO:0044270;biological_process
GO:0051234;go-go;GO:0045184;biological_process
GO:0072329;go-go;GO:0009062;biological_process
GO:0048878;go-go;GO:0055082;biological_process
GO:0016043;go-go;GO:0043933;biological_process
GO:0019395;go-go;GO:0006635;biological_process
GO:1901605;go-go;GO:0006760;biological_process
GO:0050789;go-go;GO:0048583;biological_process
GO:0006810;go-go;GO:0010496;biological_process
GO:0010556;go-go;GO:0010557;biological_process
GO:0051179;go-go;GO:0051234;biological_process
GO:0019318;go-go;GO:0006006;biological_process
GO:0016787;go-go;GO:0016817;molecular_function
GO:0032502;go-go;GO:0003006;biological_process
GO:0060255;go-go;GO:0010605;biological_process
GO:0008150;go-go;GO:0051704;biological_process
GO:0006732;go-go;GO:0006760;biological_process
GO:0051186;go-go;GO:0051188;biological_process
GO:0009987;go-go;GO:0048523;biological_process
GO:1903506;go-go;GO:1903507;biological_process
GO:0051187;go-go;GO:0006787;biological_process
GO:0044424;go-go;GO:0044446;cellular_component
GO:0044248;go-go;GO:0046700;biological_process
GO:0031981;go-go;GO:0000228;cellular_component
GO:0003824;go-go;GO:0016829;molecular_function
GO:0006302;go-go;GO:0000724;biological_process
GO:0009057;go-go;GO:0044265;biological_process
GO:0005886;go-go;GO:0009898;cellular_component
GO:0008283;go-go;GO:0042127;biological_process
GO:0044260;go-go;GO:0034645;biological_process
GO:0006259;go-go;GO:0006281;biological_process
GO:0050896;go-go;GO:0048583;biological_process
GO:0031974;go-go;GO:0043233;cellular_component
GO:0008152;go-go;GO:0003824;biological_process
GO:0044260;go-go;GO:0044264;biological_process
GO:0098805;go-go;GO:0005774;cellular_component
GO:0044437;go-go;GO:0005774;cellular_component
GO:0051252;go-go;GO:0051254;biological_process
GO:0033036;go-go;GO:0070727;biological_process
GO:0050896;go-go;GO:0051716;biological_process
GO:0048037;go-go;GO:0050662;molecular_function
GO:0055085;go-go;GO:0022857;biological_process
GO:0010629;go-go;GO:0016458;biological_process
GO:0043227;go-go;GO:0031090;cellular_component
GO:0098542;go-go;GO:0042742;biological_process
GO:1990748;go-go;GO:0098869;biological_process
GO:0016043;go-go;GO:0006996;biological_process
GO:0031234;go-go;GO:0005834;cellular_component
GO:1902589;go-go;GO:0030036;biological_process
GO:0051173;go-go;GO:0045935;biological_process
GO:0016746;go-go;GO:0016747;molecular_function
GO:0008152;go-go;GO:0044238;biological_process
GO:0016840;go-go;GO:0016841;molecular_function
GO:0044763;go-go;GO:0006281;biological_process
GO:0006082;go-go;GO:0016053;biological_process
GO:0046483;go-go;GO:0006139;biological_process
GO:0034622;go-go;GO:0043623;biological_process
GO:0000271;go-go;GO:0033692;biological_process
GO:0006006;go-go;GO:0006094;biological_process
GO:0044267;go-go;GO:0044257;biological_process
GO:0019222;go-go;GO:0009889;biological_process
GO:0003677;go-go;GO:0043565;molecular_function
GO:0010468;go-go;GO:0010628;biological_process
GO:0009891;go-go;GO:0010557;biological_process
GO:0050896;go-go;GO:0009628;biological_process
GO:0048856;go-go;GO:0048608;biological_process
GO:0019222;go-go;GO:0009892;biological_process
GO:0010628;go-go;GO:0045893;biological_process
GO:1901607;go-go;GO:0009396;biological_process
GO:1901360;go-go;GO:0006139;biological_process
GO:0001101;go-go;GO:0009415;biological_process
GO:0044249;go-go;GO:0019438;biological_process
GO:0031325;go-go;GO:0031328;biological_process
GO:1901363;go-go;GO:0003676;molecular_function
GO:0043226;go-go;GO:0043229;cellular_component
GO:0031326;go-go;GO:0031328;biological_process
GO:0009314;go-go;GO:0009416;biological_process
GO:0032774;go-go;GO:1902679;biological_process
GO:0044464;go-go;GO:0005886;cellular_component
GO:0044265;go-go;GO:0044257;biological_process
GO:0019222;go-go;GO:0009893;biological_process
GO:0016116;go-go;GO:0016117;biological_process
GO:0043229;go-go;GO:0043231;cellular_component
GO:2001141;go-go;GO:0001071;biological_process
GO:0044281;go-go;GO:0044282;biological_process
GO:0043227;go-go;GO:0031988;cellular_component
GO:0050794;go-go;GO:0048522;biological_process
GO:0016122;go-go;GO:0016123;biological_process
GO:0016053;go-go;GO:0046394;biological_process
GO:0005634;go-go;GO:0044428;cellular_component
GO:0032502;go-go;GO:0044767;biological_process
GO:0043167;go-go;GO:0043169;molecular_function
GO:0042221;go-go;GO:0010035;biological_process
GO:0051716;go-go;GO:0007165;biological_process
GO:0009987;go-go;GO:0048522;biological_process
GO:0005975;go-go;GO:0044262;biological_process
GO:0005215;go-go;GO:0022857;molecular_function
GO:0006996;go-go;GO:1902589;biological_process
GO:0008150;go-go;GO:0032502;biological_process
GO:0034637;go-go;GO:0033692;biological_process
GO:0030036;go-go;GO:0007015;biological_process
GO:1902586;go-go;GO:0046740;biological_process
GO:0098562;go-go;GO:0009898;cellular_component
GO:0044464;go-go;GO:0044459;cellular_component
GO:0043234;go-go;GO:1902494;cellular_component
GO:0034654;go-go;GO:0032774;biological_process
GO:0003676;go-go;GO:0003723;molecular_function
GO:0009058;go-go;GO:0009889;biological_process
GO:0010558;go-go;GO:2000113;biological_process
GO:0010468;go-go;GO:0010629;biological_process
GO:0005515;go-go;GO:0008134;molecular_function
GO:0034613;go-go;GO:0006886;biological_process
GO:0044699;go-go;GO:0044707;biological_process
GO:0016740;go-go;GO:0016772;molecular_function
GO:0097659;go-go;GO:1903507;biological_process
GO:0016054;go-go;GO:0046395;biological_process
GO:0050794;go-go;GO:0031323;biological_process
GO:0010604;go-go;GO:0010628;biological_process
GO:0044237;go-go;GO:0051186;biological_process
GO:0043167;go-go;GO:0043168;molecular_function
GO:0051253;go-go;GO:1902679;biological_process
